calendar_date,duration_in_sec,start_date_ts,start_time_offset_s,unmeasurable_sleep_s,deep_sleep_s,light_sleep_s,rem_sleep_s,awake_s,sleep_levels_map.deep,sleep_levels_map_light,sleep_levels_map_awake,sleep_levels_map_rem,,sleep_levels_map_unmeasurable,validation
28/10/2023,29100,27/10/2023 23:58,3600,0,2640,24060,2400,480,"[{""startTimeInSeconds"":1698457860,""endTimeInSeconds"":1698459120},{""startTimeInSeconds"":1698462660,""endTimeInSeconds"":1698464040}]","[{""startTimeInSeconds"":1698451080,""endTimeInSeconds"":1698452520},{""startTimeInSeconds"":1698452580,""endTimeInSeconds"":1698452700},{""startTimeInSeconds"":1698453060,""endTimeInSeconds"":1698454260},{""startTimeInSeconds"":1698454800,""endTimeInSeconds"":1698454860},{""startTimeInSeconds"":1698455160,""endTimeInSeconds"":1698457860},{""startTimeInSeconds"":1698459120,""endTimeInSeconds"":1698459300},{""startTimeInSeconds"":1698459360,""endTimeInSeconds"":1698462660},{""startTimeInSeconds"":1698464040,""endTimeInSeconds"":1698464400},{""startTimeInSeconds"":1698464460,""endTimeInSeconds"":1698479160}]","[{""startTimeInSeconds"":1698454860,""endTimeInSeconds"":1698455160},{""startTimeInSeconds"":1698459300,""endTimeInSeconds"":1698459360},{""startTimeInSeconds"":1698464400,""endTimeInSeconds"":1698464460},{""startTimeInSeconds"":1698480300,""endTimeInSeconds"":1698480360}]","[{""startTimeInSeconds"":1698452520,""endTimeInSeconds"":1698452580},{""startTimeInSeconds"":1698452700,""endTimeInSeconds"":1698453060},{""startTimeInSeconds"":1698454260,""endTimeInSeconds"":1698454800},{""startTimeInSeconds"":1698479160,""endTimeInSeconds"":1698480300},{""startTimeInSeconds"":1698480360,""endTimeInSeconds"":1698480660}]",,,ENHANCED_FINAL
31/10/2023,34260,30/10/2023 21:52,0,0,3300,27720,3240,1260,"[{""startTimeInSeconds"":1698703560,""endTimeInSeconds"":1698703860},{""startTimeInSeconds"":1698708300,""endTimeInSeconds"":1698709260},{""startTimeInSeconds"":1698709620,""endTimeInSeconds"":1698711480},{""startTimeInSeconds"":1698716940,""endTimeInSeconds"":1698717120}]","[{""startTimeInSeconds"":1698702720,""endTimeInSeconds"":1698703440},{""startTimeInSeconds"":1698703500,""endTimeInSeconds"":1698703560},{""startTimeInSeconds"":1698704160,""endTimeInSeconds"":1698705300},{""startTimeInSeconds"":1698706140,""endTimeInSeconds"":1698707280},{""startTimeInSeconds"":1698707340,""endTimeInSeconds"":1698708300},{""startTimeInSeconds"":1698709260,""endTimeInSeconds"":1698709620},{""startTimeInSeconds"":1698711480,""endTimeInSeconds"":1698711780},{""startTimeInSeconds"":1698712920,""endTimeInSeconds"":1698716940},{""startTimeInSeconds"":1698717120,""endTimeInSeconds"":1698720060},{""startTimeInSeconds"":1698720360,""endTimeInSeconds"":1698726780},{""startTimeInSeconds"":1698726960,""endTimeInSeconds"":1698727140},{""startTimeInSeconds"":1698727440,""endTimeInSeconds"":1698733740},{""startTimeInSeconds"":1698733920,""endTimeInSeconds"":1698734100},{""startTimeInSeconds"":1698735240,""endTimeInSeconds"":1698738240}]","[{""startTimeInSeconds"":1698703440,""endTimeInSeconds"":1698703500},{""startTimeInSeconds"":1698703860,""endTimeInSeconds"":1698704160},{""startTimeInSeconds"":1698705540,""endTimeInSeconds"":1698705600},{""startTimeInSeconds"":1698705840,""endTimeInSeconds"":1698705900},{""startTimeInSeconds"":1698707280,""endTimeInSeconds"":1698707340},{""startTimeInSeconds"":1698712440,""endTimeInSeconds"":1698712560},{""startTimeInSeconds"":1698734520,""endTimeInSeconds"":1698734580},{""startTimeInSeconds"":1698734700,""endTimeInSeconds"":1698735240}]","[{""startTimeInSeconds"":1698705300,""endTimeInSeconds"":1698705540},{""startTimeInSeconds"":1698705600,""endTimeInSeconds"":1698705840},{""startTimeInSeconds"":1698705900,""endTimeInSeconds"":1698706140},{""startTimeInSeconds"":1698711780,""endTimeInSeconds"":1698712440},{""startTimeInSeconds"":1698712560,""endTimeInSeconds"":1698712920},{""startTimeInSeconds"":1698720060,""endTimeInSeconds"":1698720360},{""startTimeInSeconds"":1698726780,""endTimeInSeconds"":1698726960},{""startTimeInSeconds"":1698727140,""endTimeInSeconds"":1698727440},{""startTimeInSeconds"":1698733740,""endTimeInSeconds"":1698733920},{""startTimeInSeconds"":1698734100,""endTimeInSeconds"":1698734520},{""startTimeInSeconds"":1698734580,""endTimeInSeconds"":1698734700}]",,,ENHANCED_TENTATIVE
01/11/2023,28320,31/10/2023 22:44,0,0,6720,19440,2160,360,"[{""startTimeInSeconds"":1698792960,""endTimeInSeconds"":1698794640},{""startTimeInSeconds"":1698795900,""endTimeInSeconds"":1698797700},{""startTimeInSeconds"":1698799800,""endTimeInSeconds"":1698800220},{""startTimeInSeconds"":1698800700,""endTimeInSeconds"":1698801300},{""startTimeInSeconds"":1698806100,""endTimeInSeconds"":1698806220},{""startTimeInSeconds"":1698807300,""endTimeInSeconds"":1698809400}]","[{""startTimeInSeconds"":1698792240,""endTimeInSeconds"":1698792960},{""startTimeInSeconds"":1698794640,""endTimeInSeconds"":1698795900},{""startTimeInSeconds"":1698797700,""endTimeInSeconds"":1698799800},{""startTimeInSeconds"":1698800220,""endTimeInSeconds"":1698800700},{""startTimeInSeconds"":1698801300,""endTimeInSeconds"":1698802860},{""startTimeInSeconds"":1698804120,""endTimeInSeconds"":1698804540},{""startTimeInSeconds"":1698804600,""endTimeInSeconds"":1698806100},{""startTimeInSeconds"":1698806220,""endTimeInSeconds"":1698807300},{""startTimeInSeconds"":1698809400,""endTimeInSeconds"":1698811140},{""startTimeInSeconds"":1698811980,""endTimeInSeconds"":1698812100},{""startTimeInSeconds"":1698812400,""endTimeInSeconds"":1698820680},{""startTimeInSeconds"":1698820740,""endTimeInSeconds"":1698820920}]","[{""startTimeInSeconds"":1698804540,""endTimeInSeconds"":1698804600},{""startTimeInSeconds"":1698811620,""endTimeInSeconds"":1698811860},{""startTimeInSeconds"":1698820680,""endTimeInSeconds"":1698820740}]","[{""startTimeInSeconds"":1698802860,""endTimeInSeconds"":1698804120},{""startTimeInSeconds"":1698811140,""endTimeInSeconds"":1698811620},{""startTimeInSeconds"":1698811860,""endTimeInSeconds"":1698811980},{""startTimeInSeconds"":1698812100,""endTimeInSeconds"":1698812400}]",,,ENHANCED_FINAL
02/11/2023,28680,01/11/2023 22:19,0,0,4980,21540,2160,720,"[{""startTimeInSeconds"":1698879780,""endTimeInSeconds"":1698881040},{""startTimeInSeconds"":1698882120,""endTimeInSeconds"":1698883920},{""startTimeInSeconds"":1698891420,""endTimeInSeconds"":1698892740},{""startTimeInSeconds"":1698895140,""endTimeInSeconds"":1698895380},{""startTimeInSeconds"":1698895440,""endTimeInSeconds"":1698895800}]","[{""startTimeInSeconds"":1698877140,""endTimeInSeconds"":1698878220},{""startTimeInSeconds"":1698878280,""endTimeInSeconds"":1698878400},{""startTimeInSeconds"":1698879060,""endTimeInSeconds"":1698879780},{""startTimeInSeconds"":1698881040,""endTimeInSeconds"":1698882120},{""startTimeInSeconds"":1698883920,""endTimeInSeconds"":1698885060},{""startTimeInSeconds"":1698885780,""endTimeInSeconds"":1698885840},{""startTimeInSeconds"":1698886140,""endTimeInSeconds"":1698891420},{""startTimeInSeconds"":1698892740,""endTimeInSeconds"":1698895140},{""startTimeInSeconds"":1698895380,""endTimeInSeconds"":1698895440},{""startTimeInSeconds"":1698895800,""endTimeInSeconds"":1698897180},{""startTimeInSeconds"":1698898200,""endTimeInSeconds"":1698898380},{""startTimeInSeconds"":1698898440,""endTimeInSeconds"":1698898500},{""startTimeInSeconds"":1698898560,""endTimeInSeconds"":1698906540}]","[{""startTimeInSeconds"":1698878220,""endTimeInSeconds"":1698878280},{""startTimeInSeconds"":1698878400,""endTimeInSeconds"":1698879060}]","[{""startTimeInSeconds"":1698885060,""endTimeInSeconds"":1698885780},{""startTimeInSeconds"":1698885840,""endTimeInSeconds"":1698886140},{""startTimeInSeconds"":1698897180,""endTimeInSeconds"":1698898200},{""startTimeInSeconds"":1698898380,""endTimeInSeconds"":1698898440},{""startTimeInSeconds"":1698898500,""endTimeInSeconds"":1698898560}]",,,ENHANCED_FINAL
03/11/2023,28500,02/11/2023 23:51,0,0,7680,19740,1080,660,"[{""startTimeInSeconds"":1698970740,""endTimeInSeconds"":1698971700},{""startTimeInSeconds"":1698972600,""endTimeInSeconds"":1698976920},{""startTimeInSeconds"":1698980220,""endTimeInSeconds"":1698982620}]","[{""startTimeInSeconds"":1698969060,""endTimeInSeconds"":1698969540},{""startTimeInSeconds"":1698969900,""endTimeInSeconds"":1698970740},{""startTimeInSeconds"":1698971700,""endTimeInSeconds"":1698971880},{""startTimeInSeconds"":1698972000,""endTimeInSeconds"":1698972600},{""startTimeInSeconds"":1698976920,""endTimeInSeconds"":1698977520},{""startTimeInSeconds"":1698978120,""endTimeInSeconds"":1698980220},{""startTimeInSeconds"":1698982620,""endTimeInSeconds"":1698987300},{""startTimeInSeconds"":1698987420,""endTimeInSeconds"":1698988260},{""startTimeInSeconds"":1698988320,""endTimeInSeconds"":1698991980},{""startTimeInSeconds"":1698992460,""endTimeInSeconds"":1698998220}]","[{""startTimeInSeconds"":1698969540,""endTimeInSeconds"":1698969900},{""startTimeInSeconds"":1698971880,""endTimeInSeconds"":1698972000},{""startTimeInSeconds"":1698987300,""endTimeInSeconds"":1698987420},{""startTimeInSeconds"":1698988260,""endTimeInSeconds"":1698988320}]","[{""startTimeInSeconds"":1698977520,""endTimeInSeconds"":1698978120},{""startTimeInSeconds"":1698991980,""endTimeInSeconds"":1698992460}]",,,ENHANCED_TENTATIVE
05/11/2023,33360,04/11/2023 23:11,0,0,7140,25260,960,660,"[{""startTimeInSeconds"":1699140000,""endTimeInSeconds"":1699140840},{""startTimeInSeconds"":1699140900,""endTimeInSeconds"":1699143240},{""startTimeInSeconds"":1699146120,""endTimeInSeconds"":1699149240},{""startTimeInSeconds"":1699165740,""endTimeInSeconds"":1699166580}]","[{""startTimeInSeconds"":1699139460,""endTimeInSeconds"":1699140000},{""startTimeInSeconds"":1699143240,""endTimeInSeconds"":1699144320},{""startTimeInSeconds"":1699144920,""endTimeInSeconds"":1699146120},{""startTimeInSeconds"":1699149240,""endTimeInSeconds"":1699155660},{""startTimeInSeconds"":1699156200,""endTimeInSeconds"":1699156620},{""startTimeInSeconds"":1699156680,""endTimeInSeconds"":1699165740},{""startTimeInSeconds"":1699166580,""endTimeInSeconds"":1699168560},{""startTimeInSeconds"":1699168920,""endTimeInSeconds"":1699173480}]","[{""startTimeInSeconds"":1699140840,""endTimeInSeconds"":1699140900},{""startTimeInSeconds"":1699155660,""endTimeInSeconds"":1699156200},{""startTimeInSeconds"":1699156620,""endTimeInSeconds"":1699156680}]","[{""startTimeInSeconds"":1699144320,""endTimeInSeconds"":1699144920},{""startTimeInSeconds"":1699168560,""endTimeInSeconds"":1699168920}]",,,ENHANCED_TENTATIVE
06/11/2023,30840,05/11/2023 21:44,0,0,6300,21660,2880,660,"[{""startTimeInSeconds"":1699221420,""endTimeInSeconds"":1699222800},{""startTimeInSeconds"":1699222920,""endTimeInSeconds"":1699223100},{""startTimeInSeconds"":1699224720,""endTimeInSeconds"":1699226580},{""startTimeInSeconds"":1699226640,""endTimeInSeconds"":1699227000},{""startTimeInSeconds"":1699227300,""endTimeInSeconds"":1699228500},{""startTimeInSeconds"":1699233300,""endTimeInSeconds"":1699234200},{""startTimeInSeconds"":1699234680,""endTimeInSeconds"":1699235040},{""startTimeInSeconds"":1699235100,""endTimeInSeconds"":1699235160}]","[{""startTimeInSeconds"":1699220640,""endTimeInSeconds"":1699221420},{""startTimeInSeconds"":1699223580,""endTimeInSeconds"":1699224720},{""startTimeInSeconds"":1699227000,""endTimeInSeconds"":1699227300},{""startTimeInSeconds"":1699228500,""endTimeInSeconds"":1699228920},{""startTimeInSeconds"":1699229040,""endTimeInSeconds"":1699229220},{""startTimeInSeconds"":1699229580,""endTimeInSeconds"":1699229700},{""startTimeInSeconds"":1699230060,""endTimeInSeconds"":1699233300},{""startTimeInSeconds"":1699234200,""endTimeInSeconds"":1699234680},{""startTimeInSeconds"":1699235040,""endTimeInSeconds"":1699235100},{""startTimeInSeconds"":1699235160,""endTimeInSeconds"":1699236840},{""startTimeInSeconds"":1699237260,""endTimeInSeconds"":1699242300},{""startTimeInSeconds"":1699243320,""endTimeInSeconds"":1699243620},{""startTimeInSeconds"":1699243680,""endTimeInSeconds"":1699243740},{""startTimeInSeconds"":1699243800,""endTimeInSeconds"":1699243920},{""startTimeInSeconds"":1699244220,""endTimeInSeconds"":1699247580},{""startTimeInSeconds"":1699247760,""endTimeInSeconds"":1699252140}]","[{""startTimeInSeconds"":1699222800,""endTimeInSeconds"":1699222920},{""startTimeInSeconds"":1699223100,""endTimeInSeconds"":1699223580},{""startTimeInSeconds"":1699226580,""endTimeInSeconds"":1699226640}]","[{""startTimeInSeconds"":1699228920,""endTimeInSeconds"":1699229040},{""startTimeInSeconds"":1699229220,""endTimeInSeconds"":1699229580},{""startTimeInSeconds"":1699229700,""endTimeInSeconds"":1699230060},{""startTimeInSeconds"":1699236840,""endTimeInSeconds"":1699237260},{""startTimeInSeconds"":1699242300,""endTimeInSeconds"":1699243320},{""startTimeInSeconds"":1699243620,""endTimeInSeconds"":1699243680},{""startTimeInSeconds"":1699243740,""endTimeInSeconds"":1699243800},{""startTimeInSeconds"":1699243920,""endTimeInSeconds"":1699244220},{""startTimeInSeconds"":1699247580,""endTimeInSeconds"":1699247760}]",,,ENHANCED_FINAL
07/11/2023,35340,06/11/2023 22:12,0,0,5940,27660,1740,60,"[{""startTimeInSeconds"":1699309560,""endTimeInSeconds"":1699312860},{""startTimeInSeconds"":1699316220,""endTimeInSeconds"":1699317180},{""startTimeInSeconds"":1699317420,""endTimeInSeconds"":1699319100}]","[{""startTimeInSeconds"":1699308720,""endTimeInSeconds"":1699309560},{""startTimeInSeconds"":1699312860,""endTimeInSeconds"":1699313580},{""startTimeInSeconds"":1699314120,""endTimeInSeconds"":1699316220},{""startTimeInSeconds"":1699317180,""endTimeInSeconds"":1699317420},{""startTimeInSeconds"":1699319100,""endTimeInSeconds"":1699323180},{""startTimeInSeconds"":1699323240,""endTimeInSeconds"":1699326480},{""startTimeInSeconds"":1699326660,""endTimeInSeconds"":1699334880},{""startTimeInSeconds"":1699334940,""endTimeInSeconds"":1699335000},{""startTimeInSeconds"":1699335180,""endTimeInSeconds"":1699335900},{""startTimeInSeconds"":1699335960,""endTimeInSeconds"":1699340340},{""startTimeInSeconds"":1699340400,""endTimeInSeconds"":1699340460},{""startTimeInSeconds"":1699340760,""endTimeInSeconds"":1699340940},{""startTimeInSeconds"":1699341000,""endTimeInSeconds"":1699341060},{""startTimeInSeconds"":1699341120,""endTimeInSeconds"":1699341180},{""startTimeInSeconds"":1699341240,""endTimeInSeconds"":1699343940}]","[{""startTimeInSeconds"":1699323180,""endTimeInSeconds"":1699323240}]","[{""startTimeInSeconds"":1699313580,""endTimeInSeconds"":1699314120},{""startTimeInSeconds"":1699326480,""endTimeInSeconds"":1699326660},{""startTimeInSeconds"":1699334880,""endTimeInSeconds"":1699334940},{""startTimeInSeconds"":1699335000,""endTimeInSeconds"":1699335180},{""startTimeInSeconds"":1699335900,""endTimeInSeconds"":1699335960},{""startTimeInSeconds"":1699340340,""endTimeInSeconds"":1699340400},{""startTimeInSeconds"":1699340460,""endTimeInSeconds"":1699340760},{""startTimeInSeconds"":1699340940,""endTimeInSeconds"":1699341000},{""startTimeInSeconds"":1699341060,""endTimeInSeconds"":1699341120},{""startTimeInSeconds"":1699341180,""endTimeInSeconds"":1699341240},{""startTimeInSeconds"":1699343940,""endTimeInSeconds"":1699344120}]",,,ENHANCED_FINAL
08/11/2023,31680,07/11/2023 22:48,0,0,4260,27000,420,600,"[{""startTimeInSeconds"":1699398600,""endTimeInSeconds"":1699399320},{""startTimeInSeconds"":1699399380,""endTimeInSeconds"":1699401840},{""startTimeInSeconds"":1699403940,""endTimeInSeconds"":1699404540},{""startTimeInSeconds"":1699426260,""endTimeInSeconds"":1699426740}]","[{""startTimeInSeconds"":1699397280,""endTimeInSeconds"":1699397940},{""startTimeInSeconds"":1699398000,""endTimeInSeconds"":1699398600},{""startTimeInSeconds"":1699401840,""endTimeInSeconds"":1699403940},{""startTimeInSeconds"":1699404540,""endTimeInSeconds"":1699405920},{""startTimeInSeconds"":1699406040,""endTimeInSeconds"":1699412460},{""startTimeInSeconds"":1699413000,""endTimeInSeconds"":1699413240},{""startTimeInSeconds"":1699413360,""endTimeInSeconds"":1699414920},{""startTimeInSeconds"":1699414980,""endTimeInSeconds"":1699416720},{""startTimeInSeconds"":1699416780,""endTimeInSeconds"":1699426260},{""startTimeInSeconds"":1699426740,""endTimeInSeconds"":1699429560}]","[{""startTimeInSeconds"":1699399320,""endTimeInSeconds"":1699399380},{""startTimeInSeconds"":1699412580,""endTimeInSeconds"":1699413000},{""startTimeInSeconds"":1699413240,""endTimeInSeconds"":1699413360}]","[{""startTimeInSeconds"":1699397940,""endTimeInSeconds"":1699398000},{""startTimeInSeconds"":1699405920,""endTimeInSeconds"":1699406040},{""startTimeInSeconds"":1699412460,""endTimeInSeconds"":1699412580},{""startTimeInSeconds"":1699414920,""endTimeInSeconds"":1699414980},{""startTimeInSeconds"":1699416720,""endTimeInSeconds"":1699416780}]",,,ENHANCED_FINAL
10/11/2023,33000,09/11/2023 22:21,0,0,3360,28320,1320,660,"[{""startTimeInSeconds"":1699569060,""endTimeInSeconds"":1699569960},{""startTimeInSeconds"":1699577640,""endTimeInSeconds"":1699578060},{""startTimeInSeconds"":1699583820,""endTimeInSeconds"":1699585860}]","[{""startTimeInSeconds"":1699568460,""endTimeInSeconds"":1699569060},{""startTimeInSeconds"":1699569960,""endTimeInSeconds"":1699570560},{""startTimeInSeconds"":1699570620,""endTimeInSeconds"":1699570680},{""startTimeInSeconds"":1699570740,""endTimeInSeconds"":1699570920},{""startTimeInSeconds"":1699571100,""endTimeInSeconds"":1699571160},{""startTimeInSeconds"":1699571760,""endTimeInSeconds"":1699575720},{""startTimeInSeconds"":1699575780,""endTimeInSeconds"":1699577640},{""startTimeInSeconds"":1699578060,""endTimeInSeconds"":1699583820},{""startTimeInSeconds"":1699585860,""endTimeInSeconds"":1699589100},{""startTimeInSeconds"":1699589160,""endTimeInSeconds"":1699598820},{""startTimeInSeconds"":1699599000,""endTimeInSeconds"":1699599060},{""startTimeInSeconds"":1699599180,""endTimeInSeconds"":1699599240},{""startTimeInSeconds"":1699599300,""endTimeInSeconds"":1699599360},{""startTimeInSeconds"":1699599540,""endTimeInSeconds"":1699600500},{""startTimeInSeconds"":1699600620,""endTimeInSeconds"":1699601820}]","[{""startTimeInSeconds"":1699570920,""endTimeInSeconds"":1699571100},{""startTimeInSeconds"":1699571400,""endTimeInSeconds"":1699571760},{""startTimeInSeconds"":1699575720,""endTimeInSeconds"":1699575780},{""startTimeInSeconds"":1699589100,""endTimeInSeconds"":1699589160}]","[{""startTimeInSeconds"":1699570560,""endTimeInSeconds"":1699570620},{""startTimeInSeconds"":1699570680,""endTimeInSeconds"":1699570740},{""startTimeInSeconds"":1699571160,""endTimeInSeconds"":1699571400},{""startTimeInSeconds"":1699598820,""endTimeInSeconds"":1699599000},{""startTimeInSeconds"":1699599060,""endTimeInSeconds"":1699599180},{""startTimeInSeconds"":1699599240,""endTimeInSeconds"":1699599300},{""startTimeInSeconds"":1699599360,""endTimeInSeconds"":1699599540},{""startTimeInSeconds"":1699600500,""endTimeInSeconds"":1699600620},{""startTimeInSeconds"":1699601820,""endTimeInSeconds"":1699602120}]",,,ENHANCED_FINAL
11/11/2023,31800,11/11/2023 00:04,0,0,6480,22980,2340,120,"[{""startTimeInSeconds"":1699661700,""endTimeInSeconds"":1699664280},{""startTimeInSeconds"":1699664700,""endTimeInSeconds"":1699664940},{""startTimeInSeconds"":1699665480,""endTimeInSeconds"":1699666980},{""startTimeInSeconds"":1699672020,""endTimeInSeconds"":1699673460},{""startTimeInSeconds"":1699676580,""endTimeInSeconds"":1699677300}]","[{""startTimeInSeconds"":1699661040,""endTimeInSeconds"":1699661700},{""startTimeInSeconds"":1699664280,""endTimeInSeconds"":1699664640},{""startTimeInSeconds"":1699664940,""endTimeInSeconds"":1699665480},{""startTimeInSeconds"":1699666980,""endTimeInSeconds"":1699667460},{""startTimeInSeconds"":1699669080,""endTimeInSeconds"":1699669200},{""startTimeInSeconds"":1699669380,""endTimeInSeconds"":1699672020},{""startTimeInSeconds"":1699673460,""endTimeInSeconds"":1699674360},{""startTimeInSeconds"":1699674420,""endTimeInSeconds"":1699676580},{""startTimeInSeconds"":1699677300,""endTimeInSeconds"":1699679880},{""startTimeInSeconds"":1699679940,""endTimeInSeconds"":1699681380},{""startTimeInSeconds"":1699681860,""endTimeInSeconds"":1699692960}]","[{""startTimeInSeconds"":1699664640,""endTimeInSeconds"":1699664700},{""startTimeInSeconds"":1699679880,""endTimeInSeconds"":1699679940}]","[{""startTimeInSeconds"":1699667460,""endTimeInSeconds"":1699669080},{""startTimeInSeconds"":1699669200,""endTimeInSeconds"":1699669380},{""startTimeInSeconds"":1699674360,""endTimeInSeconds"":1699674420},{""startTimeInSeconds"":1699681380,""endTimeInSeconds"":1699681860}]",,,ENHANCED_TENTATIVE
12/11/2023,36300,11/11/2023 22:38,0,0,6720,28680,900,360,"[{""startTimeInSeconds"":1699743420,""endTimeInSeconds"":1699743720},{""startTimeInSeconds"":1699744260,""endTimeInSeconds"":1699744680},{""startTimeInSeconds"":1699745700,""endTimeInSeconds"":1699746540},{""startTimeInSeconds"":1699746720,""endTimeInSeconds"":1699747740},{""startTimeInSeconds"":1699749660,""endTimeInSeconds"":1699750380},{""startTimeInSeconds"":1699750500,""endTimeInSeconds"":1699751100},{""startTimeInSeconds"":1699751160,""endTimeInSeconds"":1699752900},{""startTimeInSeconds"":1699756620,""endTimeInSeconds"":1699756980},{""startTimeInSeconds"":1699771860,""endTimeInSeconds"":1699772580}]","[{""startTimeInSeconds"":1699742280,""endTimeInSeconds"":1699743420},{""startTimeInSeconds"":1699743720,""endTimeInSeconds"":1699744260},{""startTimeInSeconds"":1699744860,""endTimeInSeconds"":1699745700},{""startTimeInSeconds"":1699746540,""endTimeInSeconds"":1699746720},{""startTimeInSeconds"":1699747800,""endTimeInSeconds"":1699749660},{""startTimeInSeconds"":1699751100,""endTimeInSeconds"":1699751160},{""startTimeInSeconds"":1699752900,""endTimeInSeconds"":1699756620},{""startTimeInSeconds"":1699756980,""endTimeInSeconds"":1699761000},{""startTimeInSeconds"":1699761060,""endTimeInSeconds"":1699761120},{""startTimeInSeconds"":1699761300,""endTimeInSeconds"":1699761360},{""startTimeInSeconds"":1699761540,""endTimeInSeconds"":1699761600},{""startTimeInSeconds"":1699761780,""endTimeInSeconds"":1699771860},{""startTimeInSeconds"":1699772580,""endTimeInSeconds"":1699774380},{""startTimeInSeconds"":1699774440,""endTimeInSeconds"":1699774500},{""startTimeInSeconds"":1699774560,""endTimeInSeconds"":1699774620},{""startTimeInSeconds"":1699774740,""endTimeInSeconds"":1699775160},{""startTimeInSeconds"":1699775220,""endTimeInSeconds"":1699778940}]","[{""startTimeInSeconds"":1699744680,""endTimeInSeconds"":1699744860},{""startTimeInSeconds"":1699747740,""endTimeInSeconds"":1699747800},{""startTimeInSeconds"":1699750380,""endTimeInSeconds"":1699750500}]","[{""startTimeInSeconds"":1699761000,""endTimeInSeconds"":1699761060},{""startTimeInSeconds"":1699761120,""endTimeInSeconds"":1699761300},{""startTimeInSeconds"":1699761360,""endTimeInSeconds"":1699761540},{""startTimeInSeconds"":1699761600,""endTimeInSeconds"":1699761780},{""startTimeInSeconds"":1699774380,""endTimeInSeconds"":1699774440},{""startTimeInSeconds"":1699774500,""endTimeInSeconds"":1699774560},{""startTimeInSeconds"":1699774620,""endTimeInSeconds"":1699774740},{""startTimeInSeconds"":1699775160,""endTimeInSeconds"":1699775220}]",,,ENHANCED_TENTATIVE
13/11/2023,31620,12/11/2023 21:40,0,0,7740,22020,1860,600,"[{""startTimeInSeconds"":1699825800,""endTimeInSeconds"":1699826820},{""startTimeInSeconds"":1699831380,""endTimeInSeconds"":1699833840},{""startTimeInSeconds"":1699837140,""endTimeInSeconds"":1699838580},{""startTimeInSeconds"":1699839900,""endTimeInSeconds"":1699840620},{""startTimeInSeconds"":1699845600,""endTimeInSeconds"":1699847040},{""startTimeInSeconds"":1699852260,""endTimeInSeconds"":1699852920}]","[{""startTimeInSeconds"":1699825200,""endTimeInSeconds"":1699825800},{""startTimeInSeconds"":1699826820,""endTimeInSeconds"":1699827120},{""startTimeInSeconds"":1699827420,""endTimeInSeconds"":1699827960},{""startTimeInSeconds"":1699829160,""endTimeInSeconds"":1699831380},{""startTimeInSeconds"":1699833840,""endTimeInSeconds"":1699834260},{""startTimeInSeconds"":1699834380,""endTimeInSeconds"":1699837140},{""startTimeInSeconds"":1699838580,""endTimeInSeconds"":1699839900},{""startTimeInSeconds"":1699840620,""endTimeInSeconds"":1699841280},{""startTimeInSeconds"":1699842060,""endTimeInSeconds"":1699842600},{""startTimeInSeconds"":1699842660,""endTimeInSeconds"":1699845600},{""startTimeInSeconds"":1699847040,""endTimeInSeconds"":1699852260},{""startTimeInSeconds"":1699852920,""endTimeInSeconds"":1699857420}]","[{""startTimeInSeconds"":1699828380,""endTimeInSeconds"":1699828440},{""startTimeInSeconds"":1699828500,""endTimeInSeconds"":1699828560},{""startTimeInSeconds"":1699828620,""endTimeInSeconds"":1699828680},{""startTimeInSeconds"":1699828740,""endTimeInSeconds"":1699828860},{""startTimeInSeconds"":1699828920,""endTimeInSeconds"":1699829160},{""startTimeInSeconds"":1699842600,""endTimeInSeconds"":1699842660}]","[{""startTimeInSeconds"":1699827120,""endTimeInSeconds"":1699827420},{""startTimeInSeconds"":1699827960,""endTimeInSeconds"":1699828380},{""startTimeInSeconds"":1699828440,""endTimeInSeconds"":1699828500},{""startTimeInSeconds"":1699828560,""endTimeInSeconds"":1699828620},{""startTimeInSeconds"":1699828680,""endTimeInSeconds"":1699828740},{""startTimeInSeconds"":1699828860,""endTimeInSeconds"":1699828920},{""startTimeInSeconds"":1699834260,""endTimeInSeconds"":1699834380},{""startTimeInSeconds"":1699841280,""endTimeInSeconds"":1699842060}]",,,ENHANCED_FINAL
